id,text,source_channel,channel_family,video_title,target_refined,stance_to_target,confidence,discourse_type,discourse_subtype,type_confidence
yt_8XaNWSfaLxE_UgykoQwqkK9R56Y0J4R4AaABAg,"Tramp este un fel de Simion de la noi,,,,nu te poți baza pe el. Acest individ care face America de rușine,,,este la mina lui Putin de mult timp. Așa că acum joaca cum vrea bolșevicul criminal. Sper,,,într-o minune,totuși,,,,nu se poate că sa fie omorit un popor în fața întregii lumi,,,,",g4media479,investigativ,Rușinea Americii,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_wM1Y3yU_3cA_Ugzy8YyJ8WZ1Jw1PzUt4AaABAg,"din moment ce nu raspunde ci bate campii, e o dovada ca ea a cerut sa fie data jos Irina",turcescu111,anti_system,"Țoiu MINTE, refuză să răspundă și fuge din conferința de presă! ",other_mainstream_actor,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_pYl8Z2ypyzc_Ugw2-E3mp08uiIXyGwl4AaABAg,"PS. - 1. deci PNL e cu rusii ??? ca nu se intelege nimic !! 2. ce ingerinta, concret, au facut rusii ? 3. Usr e cu francezii ? 4. dar POPORUL, POPOOORUL, CU CINE E ???",spotmediaro,civic_procedural,Întâmplări ciudate înainte de anularea alegerilor prezidențiale?,pnl,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_pYl8Z2ypyzc_Ugw_Iv0VUN5aAIbnnol4AaABAg,"Domnule Isaila, felicitari pentru podcast ! Aproape toata lumea crede ca cel mai mare RAU este la momentul actual putin...dar, eu cred ca este diabolicul de trump -acest aset al rusiei a luat din primul moment al celui de-al doilea mandat, decizii prin care distruge coordonat, sistematic si cu o agresiune nemaivazuta, atat arhitectura democratica interna a SUA, institutiile de forta si de putere, cat si unitatea tuturor statelor care sprijina Ucraina. Se vede cu ochiul liber, chiar si de catre un profan ca mine....Numai ca nimeni (cu exceptia presedintelui Portugaliei) nu are curajul sa o spuna public : trump distruge actuala ordine mondiala si democratia in SUA si un lumea libera !!!",spotmediaro,civic_procedural,Întâmplări ciudate înainte de anularea alegerilor prezidențiale?,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_pYl8Z2ypyzc_UgyrA6Fu-BqIg-qhxb94AaABAg,"Mda, much ado about nothing.... spuneti ca există o legătură între persoane care fac parte din rețelele de influență ale Rusiei din România și persoane care au gravitat și gravitează în jurul lui Donald Trump. Ce aveti domne, cu spaima asta de rusi? Ca nu sunt bolsevici???",spotmediaro,civic_procedural,Întâmplări ciudate înainte de anularea alegerilor prezidențiale?,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_vkP6FdP9iX0_UgzayNwV2DHdHENI9rR4AaABAg,"Gresiti, lucrez in ""domeniu ""aici in state, e totul propaganda americana, tehnologia militara e mult depasita de rusi si chinezi, iar unii ofiteri americani stiu asta dar nu sunt ascultati",turcescu111,anti_system,Orientul Mijlociu în flăcări,other_media,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Dvw1tNAc_kU_UgxM0XGLFhTg4QAgUDB4AaABAg,"eu am vazut ca ucrainienii s-au saturat de zelenski, tot sperati intr-o lovitura de stat in rusia, sau ca putin sa moara de cancer. Proteste sunt si la bucuresti impotriva regimului, pe cine intereseaza?",spotmediaro,civic_procedural,Semne că rușii s-au săturat de Vladimir Putin,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_Dvw1tNAc_kU_UgyIaBqUpnBlcSXDGRd4AaABAg,"Când atacă Rusia , e crimă ; când ucrainenii dirijați de CIA MI6 și Mossad comit acte de TERORISM pe teritoriul Rusiei - e OK ! 🤮🤮",spotmediaro,civic_procedural,Semne că rușii s-au săturat de Vladimir Putin,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_6hgc90sLVFw_UgwVqi8-OGqDndwTtpF4AaABAg,"Frumoasa poveste, domnule Baconsky. Poate ar trebui sa scrieti o carte pe modelul lui Pavel Corut din anii '90. Ca rusia are campanii de dezinformare si infiltrare in Romania nu e nici un secret. Ar fi culmea sa nu aiba cat timp Romania e tinta ideala: o tara saraca, corupta pana in maduva, putreda pe pe toate nivelurile, organizata pe caste ca in Evul Mediu. Dar cand declari senin ca rusia sustine aur (si clonele pot, sosoaca si care draqu mai sunt) ar trebui sa aduci si dovezi. Rusii n-au votat la alegeri, au votat cetateni romani si pana nu poti dovedi ca aia au fost platiti/santajati sa voteze aur sau alti tampiti sunt doar speculatii si vorbe goale. Ca tie nu-ti convine ce declara/face aur e alta poveste, prostia oamenilor nu e ilegala ca altfel 90% din romani ar fi dupa gratii. Intre noi fie vorba, intre psd, pnl si aur eu nu vad nici o diferenta reala cu exceptia ""declaratiilor"". Si vorbele sunt ieftine, asta o stiti si d-voastra.",spotmediaro,civic_procedural,Oamenii apropiați de Moscova și-au păstrat influența în România,sosoaca,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_rG4DGen0GFw_UgxeEquDYCi4RDA2gmJ4AaABAg,"Listele cu persoanele care trebuiau eliminate în urma puciului programat, este reală sau este vrăjeală?",@CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu - Lupta pentru adevăr ( 23.02.2026 - la Curtea de Apel București ),georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_1E2cXajO16k_Ugz8juwHHIYA4Jx8zwB4AaABAg,"Poate se străduiesc sa păstreze credință. De unde știi cata presiune este pusa peste biserica?! Uiți ca preoți și biserici în ucrain raketilor lui zele au fost bătuți, hăituiți, jefuite bisericile !!??!! Sau ai ca sarcina sa defaimezi...",StareaNatiei,investigativ,Ați văzut vreun comunicat al BOR în care guvernanții sunt trași de mânecă?,other_state_institution,pro,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Mb5kDLXEKjk_UgyAgudNyzFgE5aQYgt4AaABAg,"Super, numai ca genul ala de cunostinte nu ajuta la nimic. I-ai umplut elevului capul cu nimicuri. Informatia aia nu-l ajuta sa castige o paine, cu exceptia cazului in care devine profesor de istorie, si paseaza aceasta informatie inutila mai departe, si altor oameni, care nu au ce sa faca cu ea. Dati istoriei mult prea multa importanta, uitand ca e scrisa de castigatori, si ca intodeauna au existat interese de a denatura ceea ce s-a intamplat defapt, si care erau circumstantele.",StareaNatiei,investigativ,"De ce mai este necesară cunoaşterea, dacă avem informaţia la un click? - Workshop Mircea Miclea",none,none,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_6hgc90sLVFw_Ugzw4PlIjKmVEAI97qt4AaABAg,"Ce bine spunea Rudyard Kipling, ... parintele lui Mowgli, in urma cu 150 de ani ""Ce ciudat si nesinceri sunt rusii astia; cand le vorbesti de Europa, ei spun ca-s asiatici dar daca le vorbesti de Asia, sustin c-ar fi ... europeni "" !Asta-i ... politichia de margaritar a unui popor (nu cei multi ci, porcinele care l-au condus de secole) care ar putea produce, prin munca, bineinteles Solovei-talharule, hrana pentru tot globul in schimb, condusi de alogeni nebuni (lennin, stalin, ras-putin) produc arme, sfintite de olita de noapte din cap, precum si moarte si teroare !!!",spotmediaro,civic_procedural,Oamenii apropiați de Moscova și-au păstrat influența în România,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_6hgc90sLVFw_UgztLUaCcmZxqny9uk94AaABAg,"Tatal , bunicii lui Baconski nu aveau fire care duceau spre Moscova....?",spotmediaro,civic_procedural,Oamenii apropiați de Moscova și-au păstrat influența în România,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_Dvw1tNAc_kU_Ugz1fzTLbi2j-d5g_Wd4AaABAg,"Da se văd semne....,, nici nu știți în ce An este Rusia......",spotmediaro,civic_procedural,Semne că rușii s-au săturat de Vladimir Putin,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_wM1Y3yU_3cA_UgwuUcXQZDAIO3zjT5R4AaABAg,Toți patrioții si academicienii de ce nu își spun cuvântul???,turcescu111,anti_system,"Țoiu MINTE, refuză să răspundă și fuge din conferința de presă! ",other_state_institution,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_-IoCNoMYLbI_Ugy88G8fONEQHUhGh0x4AaABAg,"Pentru că nu ați putut dovedi că au existat ”ingerințe rusești” în alegeri, veniți cu placa că ați pierdut războiul hibrid cu Rusia. Voi sunteți războiul hibrid măscăricilor.",spotmediaro,civic_procedural,Corneliu Bjola: România a pierdut războiul hibrid cu Rusia,alegeri,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Am4GBAkva8Y_Ugy5wvpk4d-m5DOZ02p4AaABAg,Dacă motivele pentru anularea alegerilor sunt cele menționate de dumneavoastră doamna Simina atunci trebuia să anulați alegerile și în Mai 2025 luând în considerare modul de finanțare a campaniei lui Nicușor Dan și promovarea campaniei pe TikTok care a fost mult mai agresivă decât a lui Călin Georgescu . De ce nu ați anulat alegerile prezidențiale de ce nu ați făcut-o ? NU AȚI PRIMIT ORDIN PE UNITATE ? Mai am o singură întrebare pentru dumneavoastră doamna Simina: DORMIȚI BINE ??????,spotmediaro,civic_procedural,Simina Tănăsescu: Secretul deliberărilor e foarte important la Curtea Constituțională,ccr,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_SpJ_Obw2I5I_Ugzf7yNv1_sYTCIq_Jl4AaABAg,Ați pus un lucru foarte important despre vânzarea resurselor țării am observat Realitatea TV a cenzurat de ce❓️ în data de 17 a doua 2026,@CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu - Adevărul unei economii ( 10.02.2026 - La Poliția Buftea ),georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_GUcgFoukFw0_UgwPNozhtIBz5MjqmOh4AaABAg,"😆😅🤣... Adica exact acei care au pornit razboiul vor sa negocieze, si vinovata este Rusia ca nu negociaza ?!?!?!",euronewsro,mainstream,"Un nou pas spre pace? SUA și Ucraina reiau negocierile, cu Rusia în așteptare",rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_kkGOmjFf8mw_UgwgQ8WV3wVt6L_IKNF4AaABAg,"Asta sa fi fost intelegerea, in Alaska? Krasnov, sa distraga atentia lumii de la rusia?🤨",VeridicaRO,investigativ,Cum n-o dai! - Abator!,rusia,unclear,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_7JZ_GzbpZjQ_Ugw9ZDuUJKIxr87tKTd4AaABAg,"Cum spunea un bun prieten englez "" just because you're paranoid doesn't mean they aren't out to get ya """,VeridicaRO,investigativ,"Apocalipsa pe Whatsapp - Spărgătorii de fake news, cu Zaiafet și Geminschi",other_state_institution,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_MhD89GJim7c_UgzIBzK6alCwVM882_R4AaABAg,"Din pacate, Dragos, cam greu cu publicul de la tv. I-am zis maica-mii ca veti reaparea la tv, nici n-a vrut sa auda. Evident, clasica placa de oameni spalati pe creier din ograda cealalta a irealitatii....:(",StareaNatiei,investigativ,Munciți mai mult. Consumați mai puțin. Așteptați mai puțin de la guvern. Vocea Nației #314,guvern,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Dvw1tNAc_kU_UgyScTaX1LHtgukWxj54AaABAg,"Putin voia să ia Ucraina de partea lui. Ucrainienii erau cei care au fost așa de violenți cu românia, și Ucrainienii au fost aceia care au invadat primii România în timpul războiului URSS. Ucrainienii sunt mai strategici decât rușii. Și vă rog pe cine întrebați aceste lucruri ? Tocmai pe sfetnicul lui Nicușor, care nu știe ce are de făcut, doar face ce îi spun alții, chiar de aceia e așa bâlbăit când i se cer argumente precise, nu stie să le verbalizeze pentru că nu sunt în capul lui ci în capul celor care îl sfătuiesc ce să facă. Un orb cînd conduce pe un alt orb, nu vor cădea amândoi în groapă ? România e condusă de niște orbi care nu văd realitatea. În mintea lor se învârte doar zvonurile nefondate care au ajuns și la urechile unor orbi din naștere, care nu au nici un habar cum se conduce o țară.",spotmediaro,civic_procedural,Semne că rușii s-au săturat de Vladimir Putin,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_YWrbMky5Du8_UgwrsaEduoTjB1lL-bV4AaABAg,"Nicu Ușor.... Dar Nicu = Nicolae Ceauș(escu) Călin =Georg(escu) Este o pură tranziție, ca si Biden pentru Trump..",turcescu111,anti_system,"E greu, mă? Ai dat de greu la 56 de ani?",sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_Dvw1tNAc_kU_UgycyOhOYnyr_texjQx4AaABAg,"Medvedev e cu 10 ani mai tanar si provine din Ucraina!!!Sunt speculatii ceea ce faceti!!!Chiar daca va fi impinsa in prim plan o persoana mai tanara ,,creierul"" va ramane actualul presedinte si consilierii!!!",spotmediaro,civic_procedural,Semne că rușii s-au săturat de Vladimir Putin,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_xkasc8jZp0o_Ugz8DCqdg04GKRqW2Ch4AaABAg,"Rusia nu are nici o treaba cu Romania si nu a intervenit la alegeri. Total a fost o minciuna pt.ca nu lea convenit ca a iesit C Georgescu la alegeri,iar Putin e un patriot .",RecorderRomania,investigativ,Cum încearcă Rusia să ne îndepărteze de democrație #shorts,rusia,pro,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_jUpc7ec_10s_UgyCHEofVjrSlRxngG94AaABAg,"Deci el face compunere de clasa 1 si nu stie sa o povesteasca bravo , doar citeste cum i sa dictat",hotnews_ro,mainstream,Ilie Bolojan: „Mulțumesc cetățenilor pentru înțelegerea pe care au dovedit-o”,bolojan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_KabJnbwjh_s_UgxpSeP_8zOC0p_qxZV4AaABAg,Si dacă vaccinul anti COVID-19 era de fapt ceva medicament pt tratarea scorbutului sau ce a mai luat nea Bill si i-a dat Melindei si singura modalitate de a-i administra vaccinul nevestei era printr-o pandemie ?,VeridicaRO,investigativ,"Conspirația Gates-Epstein și pandemia  - Spărgătorii de fake news, cu Zaiafet și Geminschi",other_state_institution,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_DIlFIczEUWI_UgyQ_ceQq9h-5mx_7694AaABAg,De unde stiti ca a fost drona ruseasca? La cat e de jigodie Zelensky..... trimite chiar el drone ucrainiene si da vina pe rusi.Ca de obicei.,VeridicaRO,investigativ,Dronele rusești care lovesc blocurile din Ucraina,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_duZWizK5bxk_Ugx0Et7Hffq474f3prR4AaABAg,"Pe 6/12 -24 am votat 👍🙏 , în sala de vot toți erau întinși la TV și ziceau ca vor anula voturile , și ca eu mai pot vota pina se oprește .Respectivii erau pe TV = Antena sigur , aveau multe TV .",@CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu - Adevărata desecretizare ( 13.02.2026 - La Curtea de Apel București ),alegeri,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_2bepCPLd2Mc_UgwrLJPCqbSMVVyiDd14AaABAg,"Ține-te de istorie, nu te mai băga în politologie, pt că deja începi să fii ridicol precum Goșe. Aveți ceva comun: studii aprofundate despre Rusia. Pare , că Rusia tâmpește mințile oamenilor și pe calea asta...",VeridicaRO,investigativ,România și bizara participare a președintelui la Consiliul pentru Pace - ISTORIA DEZINFORMĂRII,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_uE80_oCdZ9Q_UgxIV3xv6W53WOSntud4AaABAg,E posibil ca chiar si ND sa fi fost propulsat de unele structuri ale statului stiti voi cine .,declicro,civic_procedural,Cu ochii pe Cotroceni și numirea procurorilor,presedintie,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Vpfd5aXku18_UgyB7v9LaJjFPX5GfL94AaABAg,Ce industrie am avut. ? La asa zisa revolutie lucrasem10 ani in idustria romaneasca. Intr o fabrica adevarata pe atunci era nevoie de cativa ingineri. Ceausescu baga in fabrici cu sutele care se plimbau prin fabrica. Jumatate de muncitori se faceau ca muncesc. Rebuturi la greu..Asta era industria. Plecam in delegatii sa reparam ceea ce pleca nefunctional pe poarta fabricii. Dar aveam mandria prosteasca ca muncim numai ca trebuia sa muncim de doua ori la acelasi produs. Consum enorm de energie si materiale. Cei care ati fost tineri nu va lasati manipulati de nostalgicii care traiau din sedinte de partid. Pentru ei asta le era munca. Si erau numerosi ce i ce traiau de pe munca altora,expertforum,civic_procedural,Aderarea la UE va distruge Republica Moldova?,ue,pro,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_bee6nXyzJ_E_Ugx1yCWU5E5bk66WzkN4AaABAg,"foarte bine spus, ca ati cerut ajutorul cu un singur scop, sa nu vi-l dea, atunci daca mergem pe aceeasi logica putem crede ca ati candidat tot cu un singru scop, sa nu castigati? corect?",@CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu împreună cu Anca Alexandrescu la Culisele Statului Paralel ( 15.03.2026 ),georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_ThNuJxTDf6c_UgzoGfBjkMItlRQrnat4AaABAg,Fiul lui Trump BARON a investit $40 de milioane in petrol inainte de a incepe razboiul in Iran la scurt timp dupa acceia Trump a ordonat atacarea Iranului iar acum Baron fiul lui Trump a facut $500 de milioane Trump e smecher mare Petrolul sa scumpit sa facut $$$$ iar acum Trump nu mai Poate opri razboiul,euronewsro,mainstream,Știrile Euronews România de la ora 10:00 - 21 martie 2026,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_ThNuJxTDf6c_Ugyas0XM0CQlsq9HKa54AaABAg,"Trump s-a imbogatit cu peste 450 milioane de dolari in mai putin de o saptamana. Si-a ""avertizat"" baiatul sa cumpere actiuni in domeniul petrolier cu 2 zile inainte de a lansa atacul in Iran.Trump Jr a ""investit"" 30 milioane de dolari ca in cateva zile actiunile cumparate sa valoreze 500 milioane de dolari. Echitabil. Om de afaceri. Si toata lumea plateate 🤦🏼‍♀️",euronewsro,mainstream,Știrile Euronews România de la ora 10:00 - 21 martie 2026,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_Ilk6FQhfZFU_UgwxwueH_Wj86kxGYl94AaABAg,"Patrare, - ""imbecilul si criminalul"" nu s-au aliat peste noapte. Nici n-are rost sa vorbim de intentiile comune SUA-Israel impotriva Iranului si a proxyurilor din regiune (minim 30 de ani). - ""Au invadat peste noapte Iranul"" - unde e invazia? Terestra n-am vazut, poate extraterestra ca pe frecventa aia esti. - ""E clar ca nu are putere nucleara"" - Se stie clar ca asta e intentia lor, si ca intr-o perioada relativ apropiata au capabilitatea sa o obtina, daca reuseau asta era deja prea tarziu pentru orice. - ""Ajung bombe in multe state"" - Poate studiem putin situatia Orientului mijlociu de la infiintarea configuratiei actuale. Exista doar 2 state, Arabia Saudita si Iran toate celalalte sunt doar sateliti artificiale care gazduiesc tot felul de minoritati religioase / culturale / campuri petrolifere / pseudo monarhii. Si sa nu uitam ca in minunatul stat Iran, pe care il victimizezi tu acum au fost ucisi peste 30.000 de tineri la ultimele proteste. Iran e tara care a inventat o spanzuratoare mobila, o camioneta in spatele careia se produc executii rapide pentru cine nu e in linie cu ideologia islamica.",StareaNatiei,investigativ,Cum se pregătesc alte state de război și cum NU comunică statul român,sua_occident,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_u7AwQdTTnM0_UgxRTYDI1D5scsnbfMh4AaABAg,"Interesant, dar fortat (actoriceste) si cu scenariul similar cu modul in care o IA l-ar aranja. Pe viitor va fi mai bine!",VeridicaRO,investigativ,"Profetul de serviciu al clickbait-ului - Spărgătorii de fake news, cu Horia Sârghi și Mihai Geamănu",other_state_institution,unclear,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_duZWizK5bxk_Ugy1MczdAVSG8H_hj5p4AaABAg,"24.11.2024, dar si 06.12.2024 au rezonante ca.balist.iste si seamana cam mult cu 11.09.2001, in plan general. 25.12.1989 a fost si ea, o zi marcata de un ri.tual lu.c.ifer.ian.",@CălinGeorgescu-CanalulOficial,sovereigntist,Călin Georgescu - Adevărata desecretizare ( 13.02.2026 - La Curtea de Apel București ),georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_oYvauOG72Qs_UgxsUrEWXcTtGXupQL14AaABAg,Oare cu ajutorul cui o fi ajuns Nicu președinte și inclusiv USR la guvernare? Cumva cu ajutorul lui Ponta? Karma asta funcționează întotdeauna.,turcescu111,anti_system,Psihiatria salvează România!,usr,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_cg3AXWnX1vg_Ugw7BWAbnSs3OfNaRwJ4AaABAg,"Da. Un titlu scurt si concret,exact la țintă! Traim in această toxicitate dar multumita indiferentei criminale a multora ce așteaptă ca morții sa invie daca se poate si sa vina sa facă ceva. Cat despre cei vii inca......ei nu vad decat un ""spectatoriat "" din partea nației ce se pretinde intoxicata dar .....priveste agale...... Mai vreti un Referendum ? Un guv G8 Berlusconi dat jos ,ceva ,un Tripoli 2009 ,o ""atentie "", o măslină,un nascator de Covesi sa FBI ca Basescu ,vreo titulatura academica facute din furt intelectual ,vreun proiect de milioane modificat putin apoi lansat pe piata hotilor ,vreun export agricol mare de sute miliarde catre China,sau vreo CA - SĂ....nu va- nJUR ? Vad ca sunteti TOBĂ de carte ,si realitati îngropate în minciună!",spotmediaro,civic_procedural,Trăim în moștenirea toxică a Securității,rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_tLtN7u0BlHQ_UgzGjlsAmYHa7asdy1N4AaABAg,"Hai sa fim seriosi, retele sociale au un singur scop: PUTEREA. Restul e vrajeala. Mai mult... cand vin diverse reglementari (mai relevante sau mai putin relevante, mai bine sau mai putin bine intenstionate, pe scurt irelevant de ce vin reglementarile), primul lucru care se face este analiza urmatoare: cum ne mentinem atingerea scopului (PUTEREA) in conditiile noilor reglementari. Si cum reglementarile vor avea intotdeuna hibe... ajungem la zicala romanesca: lacatele sunt pentru oameni cinstiti. Despre AI: Palantir... ring a bell?!",contextromania,civic_procedural,"Algoritmi, alienare şi drepturi digitale | N. Red. – Episodul 2 | Alexandra Ștefănescu, CTO ApTI",rusia,anti,0.9,T4_conspiratie_externalism,anti_externalism_geopolitic,medium
yt_idoJioeeSSw_UgxaUURFDuKk1OWwQOp4AaABAg,"Domnule simion sper ca nu l-ați mai hartuit si de data aceasta pe Domnul Georgescu , cum debita Ponta la Cristache ( alt propagandist doar ca al marxismului cu Lasconi )",georgesimionoficial,sovereigntist,"Votez cu Călin Georgescu, pentru  locul 1 pentru România cu poporul și pentru popor!🇷🇴",simion,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_Vekhmz5OPCc_Ugyo3Sl-YAgOktvWMYR4AaABAg,"El săracul nu știe nimic, el așteaptă ordine sa le îndeplinească,. De fapt asta e misiunea lui.",NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_Vekhmz5OPCc_UgxhrCIlLhxXHnQ40o94AaABAg,Voi vedeți oameni buni că el nu este stresat deloc și este după un plan stabilit clar!! Dronele sunt acum și el vorbește de acum 10ani in urmă??? Vai și amar de reporterii care întreabă aiurea fără subiectul zilei 😮😮😮,NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_idoJioeeSSw_UgwQKcbzA9Ax5Z0k4OZ4AaABAg,"Urmaresc cu atentie ce misuna in jurul acestui candidat si mai degraba pare arestat decat protejat ,plus ca mi se pare mie ca acest domn nu mai are respectul de dinainte din partea lui G Simion !🙄Exact asa declarat dumnealui la urna pt turul doi inapoi ,nu pt a vota Simion presedinte !Apoi flegma trasa intre ochi celui ce l -a intrebat ceva legat de ce vad si eu ,iar Simion cu aroganta a zis ceva ca ,,nu prea intelegeti voi"" vom avea o conferinta de presa !Eu prevad exact ca la inceput ,Simion il foloseste drept trambulina in scaunul de presedinte pe acest domn Georgescu ,apoi adio ,se aliaza cu Ciolacul ,acelasi sange si culoare politica, una mai mascata decat alta !Asa cred si sper din toata inima sa gresesc si apoi sa faca casa buna cu acest domn !Cat despre ceilalti ,am vazut totul la tv si m -am lamurit !O mancarime pt ciolan si o lupta mai ceva ca in ringul de box, numai ca aici cu cuvinte si nu tocmai politicoase dupa pretentiile lor !🤔",georgesimionoficial,sovereigntist,"Votez cu Călin Georgescu, pentru  locul 1 pentru România cu poporul și pentru popor!🇷🇴",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_RyS5VvxNsbg_Ugx-wk_-SvkUfU2XQwF4AaABAg,Citește Apocalipsa Frate Simioane. Cunoști Adevărul ascuns. 😊,georgesimionoficial,sovereigntist,"Românii din diaspora au scris istorie: votul lor, o dovadă de demnitate și speranță",simion,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_Vekhmz5OPCc_Ugx3OG9XYzd-f0viAI14AaABAg,"Păi draga Lia ...când vezi pe cineva jos ,și dau toți în el , din bun simț intervii să oprești agresiunea,fie ea și verbală !",NicusorDanRO,mainstream_actor,🟢 LIVE Declarații de presă susținute la Palatul Parlamentului,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_RyS5VvxNsbg_UgzTh-DnXCAbw6XQek54AaABAg,"Abia după ce l-am votat mi-am dat seama că Simion creează impresia de apropiere de „oamenii simpli”, dar ascunde lipsa de soluții clare sau competență. Nu mă mai las păcălit de vorbe frumoase și proverbe goale. Țara nu se conduce cu zicale, ci cu soluții clare și cu oameni competenți ca noi ceilalți. Votez Nicușor pentru copiii mei!",georgesimionoficial,sovereigntist,"Românii din diaspora au scris istorie: votul lor, o dovadă de demnitate și speranță",nicusor_dan,pro,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_jxIZUCUPnAw_UgwefpETvC1aVylwPaJ4AaABAg,"Aș dori, să-l întrebați pe domnul Călin Georgescu, ce înseamnă furat, apoi vândut? Este vorba de turul unu și doi din mai 2025. Se pare că mulți au tradus că turul doi l-a vândut Simion.",turcescu111,anti_system,"A fost rupere în audiență, pe asta n-au cum s-o anuleze!",georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
yt_xSxPpRcYQp0_Ugwr55vJYL5tDjBW8kh4AaABAg,Ai fr indicat ca sa i se ceara lui Nicusor sa aducă in discuție minciunile ce se spun despre dumneavoastră ca sa ii răspundeți personal. Oare nu face aceasta ca le pică propaganda? 😂,georgesimionoficial,sovereigntist,Nimic fără Dumnezeu ! #cg1 #gs1 #impreuna #democratie #prosperitate #unitate #georgesimion #România,nicusor_dan,anti,0.9,T4_conspiratie_externalism,conspiratie_difuza,medium
yt_xSxPpRcYQp0_UgxgSJwUSzxlaGgPst14AaABAg,sunteti sustinut de psd!! daca stiam.. A zis asta domnul CG anul trecut despre AUR!! ce spuneti despre acest lucru?,georgesimionoficial,sovereigntist,Nimic fără Dumnezeu ! #cg1 #gs1 #impreuna #democratie #prosperitate #unitate #georgesimion #România,georgescu,unclear,0.9,T4_conspiratie_externalism,conspiratie_suveranista,medium
